paper-people	paper-title	paper-journal	paper-numbers	paper-link	paper-doi	paper-text
Parihar R. S., P. K. Bal, A. Saini, S. K. Mishra, and A. Thapliyal, 2022:	Potential Future Malaria Transmission due to Climate Change in Odisha, India.	Scientific Reports,	12(1), 9048.	https://www.nature.com/articles/s41598-022-13166-5	DOI:10.1038/s41598-022-13166-5.	[Impact Factor: 5.0]
Singh, R., P. K. Bal, V. Kumar, S. K. Mishra, S. Sahany, P. Salunke, S. K. Dash, and R. C. Dhiman, 2019:	Numerical Modeling of the Dynamics of Malaria Transmission in a Highly Endemic Region of India.	Scientific Reports,	9(1), 11903.	https://www.nature.com/articles/s41598-019-47212-6	DOI:10.1038/s41598- 019-47212-6.	[Impact Factor: 5.0]
